State,County,City,Neighborhood,Nextdoor ID,Attribute,Position
CA,Santa Clara,San Jose,Lyndale,170253,Friendly,4
CA,Santa Clara,San Jose,Lyndale,170253,Quiet,5
CA,Santa Clara,San Jose,Lyndale,170253,Community,6
CA,Santa Clara,San Jose,Lyndale,170253,Kids,7
CA,Santa Clara,San Jose,Lyndale,170253,Welcoming,8
CA,Santa Clara,San Jose,Lyndale,170253,Food,9
CA,Santa Clara,San Jose,Lynhaven,1894,Friendly,0
CA,Santa Clara,San Jose,Lynhaven,1894,Clean,1
CA,Santa Clara,San Jose,Lynhaven,1894,Peaceful,2
CA,Santa Clara,San Jose,Lynhaven,1894,Walkability,3
CA,Santa Clara,San Jose,Lynhaven,1894,Neighbors,4
CA,Santa Clara,San Jose,Lynhaven,1894,Family Friendly,5
CA,Santa Clara,San Jose,Lynhaven,1894,Weather,6
CA,Santa Clara,San Jose,Lynhaven,1894,Well Maintained,7
CA,Santa Clara,San Jose,Lynhaven,1894,Dog Friendly,8
CA,Santa Clara,San Jose,Lynhaven,1894,Freeway Access,9
CA,Santa Clara,Sunnyvale,Madera,197054,Safe,0
CA,Santa Clara,Sunnyvale,Madera,197054,Family Friendly,1
CA,Santa Clara,Sunnyvale,Madera,197054,Peaceful,2
CA,Santa Clara,Sunnyvale,Madera,197054,Walkability,3
CA,Santa Clara,Sunnyvale,Madera,197054,Diversity,4
CA,Santa Clara,Sunnyvale,Madera,197054,Parks,5
CA,Santa Clara,Sunnyvale,Madera,197054,Quiet,6
CA,Santa Clara,Sunnyvale,Madera,197054,Proximity,7
CA,Santa Clara,Sunnyvale,Madera,197054,Clean,8
CA,Santa Clara,Sunnyvale,Madera,197054,Convenient,9
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Secluded,0
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Beautiful,1
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Neighbors,2
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Peaceful,3
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Quiet,4
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Walking,5
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Clean,6
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Diversity,7
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Dog Friendly,8
CA,Santa Clara,Los Altos Hills,Magdalena/Summerhill,174873,Freeway Access,9
CA,Santa Clara,Santa Clara,Main Street,281319,Food,0
CA,Santa Clara,Santa Clara,Main Street,281319,Shopping,1
CA,Santa Clara,Santa Clara,Main Street,281319,Restaurants,2
CA,Santa Clara,Santa Clara,Main Street,281319,Diversity,3
CA,Santa Clara,Santa Clara,Main Street,281319,Dog Friendly,4
CA,Santa Clara,Santa Clara,Main Street,281319,Freeway Access,5
CA,Santa Clara,Santa Clara,Main Street,281319,Walkability,6
CA,Santa Clara,Santa Clara,Main Street,281319,Walking,7
CA,Santa Clara,Santa Clara,Main Street,281319,Community,8
CA,Santa Clara,Santa Clara,Main Street,281319,Family Friendly,9
CA,Santa Clara,San Jose,Makati,169863,Walkability,0
CA,Santa Clara,San Jose,Makati,169863,Trees,1
CA,Santa Clara,San Jose,Makati,169863,Dog Friendly,2
CA,Santa Clara,San Jose,Makati,169863,Freeway Access,3
CA,Santa Clara,San Jose,Makati,169863,Atmosphere,4
CA,Santa Clara,San Jose,Makati,169863,Peaceful,5
CA,Santa Clara,San Jose,Makati,169863,Walking,6
CA,Santa Clara,San Jose,Makati,169863,Beautiful,7
CA,Santa Clara,San Jose,Makati,169863,Restaurants,8
CA,Santa Clara,San Jose,Makati,169863,Friendly,9
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Clean,0
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Dog Friendly,1
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Quiet,2
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Walking,3
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Food,4
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Freeway Access,5
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Parks,6
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Safe,7
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Family Friendly,8
CA,Santa Clara,Santa Clara,Manchester Dr,251981,Community,9
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Safe,0
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Walking,1
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Atmosphere,2
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Beautiful,3
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Friendly,4
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Quiet,5
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Community,6
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Family Friendly,7
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Location,8
CA,Santa Clara,Palo Alto,Manuela Ave./Esther Clark Park,177890,Nature,9
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Peaceful,0
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Walking,1
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Dog Friendly,2
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Family Friendly,3
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Charm,4
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Clean,5
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Friendly,6
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Safe,7
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Walkability,8
CA,Santa Clara,Los Altos Hills,Manuella-Miranda/Zones 33-34,179763,Atmosphere,9
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Dog Friendly,0
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Family Friendly,1
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Nice,2
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Beautiful,3
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Diversity,4
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Friendly,5
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Neighbors,6
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Peaceful,7
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Pleasant,8
CA,Santa Clara,Gilroy,Maplewood Lane,263780,Safe,9
CA,Santa Clara,San Jose,Market - Almaden,35463,Downtown,0
CA,Santa Clara,San Jose,Market - Almaden,35463,Walkability,1
CA,Santa Clara,San Jose,Market - Almaden,35463,Location,2
CA,Santa Clara,San Jose,Market - Almaden,35463,Community,3
CA,Santa Clara,San Jose,Market - Almaden,35463,Food,4
CA,Santa Clara,San Jose,Market - Almaden,35463,Convenient,5
CA,Santa Clara,San Jose,Market - Almaden,35463,Diversity,6
CA,Santa Clara,San Jose,Market - Almaden,35463,Dog Friendly,7
CA,Santa Clara,San Jose,Market - Almaden,35463,Events,8
CA,Santa Clara,San Jose,Market - Almaden,35463,Historic,9
CA,Santa Clara,San Jose,Markingdon,174758,Friendly,0
CA,Santa Clara,San Jose,Markingdon,174758,Family Friendly,1
CA,Santa Clara,San Jose,Markingdon,174758,Bay,2
CA,Santa Clara,San Jose,Markingdon,174758,Beach,3
CA,Santa Clara,San Jose,Markingdon,174758,Dog Friendly,4
CA,Santa Clara,San Jose,Markingdon,174758,Hills,5
CA,Santa Clara,San Jose,Markingdon,174758,Lake,6
CA,Santa Clara,San Jose,Markingdon,174758,Ocean,7
CA,Santa Clara,San Jose,Markingdon,174758,Safe,8
CA,Santa Clara,San Jose,Markingdon,174758,Clean,9
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Family Friendly,0
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Walkability,1
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Convenient,2
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Safe,3
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Diversity,4
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Neighbors,5
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Proximity,6
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Community,7
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Peaceful,8
CA,Santa Clara,Mountain View,Martens-Carmelita Neighborhood,178270,Clean,9
CA,Santa Clara,Milpitas,Martil Way,235158,Peaceful,0
CA,Santa Clara,Milpitas,Martil Way,235158,Parks,1
CA,Santa Clara,Milpitas,Martil Way,235158,Family Friendly,2
CA,Santa Clara,Milpitas,Martil Way,235158,Food,3
CA,Santa Clara,Milpitas,Martil Way,235158,Freeway Access,4
CA,Santa Clara,Milpitas,Martil Way,235158,Pleasant,5
CA,Santa Clara,Milpitas,Martil Way,235158,Restaurants,6
CA,Santa Clara,Milpitas,Martil Way,235158,Convenient,7
CA,Santa Clara,Milpitas,Martil Way,235158,Nice,8
CA,Santa Clara,Milpitas,Martil Way,235158,Quiet,9
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Location,0
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Walkability,1
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Charm,2
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Clean,3
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Convenient,4
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Dog Friendly,5
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Freeway Access,6
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Peaceful,7
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Safe,8
CA,Santa Clara,Los Altos,Marvin/Pepper,152891,Walking,9
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Clean,0
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Dog Friendly,1
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Safe,2
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Atmosphere,3
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Freeway Access,4
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Historic,5
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Kids,6
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Neighbors,7
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Peaceful,8
CA,Santa Clara,Sunnyvale,Mary Manor,344304,Proximity,9
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Parks,0
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Safe,1
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Shopping,2
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Clean,3
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Dog Friendly,4
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Freeway Access,5
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Nice,6
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Quiet,7
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Stores,8
CA,Santa Clara,Santa Clara,Maryann Drive,221810,Urban,9
CA,Santa Clara,San Jose,Maxine Ave,127267,Charm,0
CA,Santa Clara,San Jose,Maxine Ave,127267,Dog Friendly,1
CA,Santa Clara,San Jose,Maxine Ave,127267,Family Friendly,2
CA,Santa Clara,San Jose,Maxine Ave,127267,Food,3
CA,Santa Clara,San Jose,Maxine Ave,127267,Friendly,4
CA,Santa Clara,San Jose,Maxine Ave,127267,Restaurants,5
CA,Santa Clara,San Jose,Maxine Ave,127267,Safe,6
CA,Santa Clara,San Jose,Maxine Ave,127267,Well Maintained,7
CA,Santa Clara,San Jose,Maxine Ave,127267,Events,8
CA,Santa Clara,San Jose,Maxine Ave,127267,Freeway Access,9
CA,Santa Clara,San Jose,Mayfair,174942,Restaurants,0
CA,Santa Clara,San Jose,Mayfair,174942,Diversity,1
CA,Santa Clara,San Jose,Mayfair,174942,Food,2
CA,Santa Clara,San Jose,Mayfair,174942,Freeway Access,3
CA,Santa Clara,San Jose,Mayfair,174942,Community,4
CA,Santa Clara,San Jose,Mayfair,174942,Family Friendly,5
CA,Santa Clara,San Jose,Mayfair,174942,Parks,6
CA,Santa Clara,San Jose,Mayfair,174942,Walkability,7
CA,Santa Clara,San Jose,Mayfair,174942,Walking,8
CA,Santa Clara,San Jose,Mayfair,174942,Neighbors,9
CA,Santa Clara,San Jose,Mc Kuen,170219,Freeway Access,0
CA,Santa Clara,San Jose,Mc Kuen,170219,Parks,1
CA,Santa Clara,San Jose,Mc Kuen,170219,Restaurants,2
CA,Santa Clara,San Jose,Mc Kuen,170219,Diversity,3
CA,Santa Clara,San Jose,Mc Kuen,170219,Shopping,4
CA,Santa Clara,San Jose,Mc Kuen,170219,Convenient,5
CA,Santa Clara,San Jose,Mc Kuen,170219,Dog Friendly,6
CA,Santa Clara,San Jose,Mc Kuen,170219,Events,7
CA,Santa Clara,San Jose,Mc Kuen,170219,Food,8
CA,Santa Clara,San Jose,Mc Kuen,170219,Peaceful,9
CA,Santa Clara,San Jose,McCollam,174705,Family Friendly,0
CA,Santa Clara,San Jose,McCollam,174705,Friendly,1
CA,Santa Clara,San Jose,McCollam,174705,Walking,2
CA,Santa Clara,San Jose,McCollam,174705,Parks,3
CA,Santa Clara,San Jose,McCollam,174705,Peaceful,4
CA,Santa Clara,San Jose,McCollam,174705,Dog Friendly,5
CA,Santa Clara,San Jose,McCollam,174705,Neighbors,6
CA,Santa Clara,San Jose,McCollam,174705,Quiet,7
CA,Santa Clara,San Jose,McCollam,174705,Safe,8
CA,Santa Clara,San Jose,McCollam,174705,Community,9
CA,Santa Clara,Campbell,McGlincy,418774,Architecture,0
CA,Santa Clara,Campbell,McGlincy,418774,Charm,1
CA,Santa Clara,Campbell,McGlincy,418774,Clean,2
CA,Santa Clara,Campbell,McGlincy,418774,Community,3
CA,Santa Clara,Campbell,McGlincy,418774,Dog Friendly,4
CA,Santa Clara,Campbell,McGlincy,418774,Events,5
CA,Santa Clara,Campbell,McGlincy,418774,Family Friendly,6
CA,Santa Clara,Campbell,McGlincy,418774,Food,7
CA,Santa Clara,Campbell,McGlincy,418774,Freeway Access,8
CA,Santa Clara,Campbell,McGlincy,418774,Gated,9
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Clean,0
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Food,1
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Freeway Access,2
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Peaceful,3
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Quiet,4
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Convenient,5
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Family Friendly,6
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Restaurants,7
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Safe,8
CA,Santa Clara,San Jose,McKay-Ringwood,170097,Shopping,9
CA,Santa Clara,San Jose,McKee/Jackson,174710,Freeway Access,0
CA,Santa Clara,San Jose,McKee/Jackson,174710,Friendly,1
CA,Santa Clara,San Jose,McKee/Jackson,174710,Diversity,2
CA,Santa Clara,San Jose,McKee/Jackson,174710,Dog Friendly,3
CA,Santa Clara,San Jose,McKee/Jackson,174710,Neighbors,4
CA,Santa Clara,San Jose,McKee/Jackson,174710,Quiet,5
CA,Santa Clara,San Jose,McKee/Jackson,174710,Convenient,6
CA,Santa Clara,San Jose,McKee/Jackson,174710,Community,7
CA,Santa Clara,San Jose,McKee/Jackson,174710,Food,8
CA,Santa Clara,San Jose,McKee/Jackson,174710,Large,9
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Family Friendly,0
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Friendly,1
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Open,2
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Parks,3
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Peaceful,4
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Walking,5
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Community,6
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Convenient,7
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Different,8
CA,Santa Clara,San Jose,McKinley - Bonita,169946,Kids,9
CA,Santa Clara,San Jose,McKuen West,234221,Peaceful,0
CA,Santa Clara,San Jose,McKuen West,234221,Walking,1
CA,Santa Clara,San Jose,McKuen West,234221,Dog Friendly,2
CA,Santa Clara,San Jose,McKuen West,234221,Friendly,3
CA,Santa Clara,San Jose,McKuen West,234221,Convenient,4
CA,Santa Clara,San Jose,McKuen West,234221,Family Friendly,5
CA,Santa Clara,San Jose,McKuen West,234221,Freeway Access,6
CA,Santa Clara,San Jose,McKuen West,234221,Shopping,7
CA,Santa Clara,San Jose,McKuen West,234221,Beautiful,8
CA,Santa Clara,San Jose,McKuen West,234221,Location,9
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Clean,0
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Diversity,1
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Family Friendly,2
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Friendly,3
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Atmosphere,4
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Beautiful,5
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Quiet,6
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Safe,7
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Schools,8
CA,Santa Clara,Palo Alto,Meadow Circle,267771,Walkability,9
CA,Santa Clara,San Jose,Meadow Fair,170178,Family Friendly,0
CA,Santa Clara,San Jose,Meadow Fair,170178,Neighbors,1
CA,Santa Clara,San Jose,Meadow Fair,170178,Dog Friendly,2
CA,Santa Clara,San Jose,Meadow Fair,170178,Food,3
CA,Santa Clara,San Jose,Meadow Fair,170178,Restaurants,4
CA,Santa Clara,San Jose,Meadow Fair,170178,Safe,5
CA,Santa Clara,San Jose,Meadow Fair,170178,Schools,6
CA,Santa Clara,San Jose,Meadow Fair,170178,Sidewalks,7
CA,Santa Clara,San Jose,Meadow Fair,170178,Welcoming,8
CA,Santa Clara,San Jose,Meadow Fair,170178,Beautiful,9
CA,Santa Clara,Palo Alto,Meadow Park,125553,Architecture,0
CA,Santa Clara,Palo Alto,Meadow Park,125553,Diversity,1
CA,Santa Clara,Palo Alto,Meadow Park,125553,Dog Friendly,2
CA,Santa Clara,Palo Alto,Meadow Park,125553,Family Friendly,3
CA,Santa Clara,Palo Alto,Meadow Park,125553,Freeway Access,4
CA,Santa Clara,Palo Alto,Meadow Park,125553,Friendly,5
CA,Santa Clara,Palo Alto,Meadow Park,125553,Parks,6
CA,Santa Clara,Palo Alto,Meadow Park,125553,Quiet,7
CA,Santa Clara,Palo Alto,Meadow Park,125553,Safe,8
CA,Santa Clara,Palo Alto,Meadow Park,125553,Trees,9
CA,Santa Clara,San Jose,Meadowlands,1907,Peaceful,0
CA,Santa Clara,San Jose,Meadowlands,1907,Beautiful,1
CA,Santa Clara,San Jose,Meadowlands,1907,Family Friendly,2
CA,Santa Clara,San Jose,Meadowlands,1907,Quiet,3
CA,Santa Clara,San Jose,Meadowlands,1907,Clean,4
CA,Santa Clara,San Jose,Meadowlands,1907,Neighbors,5
CA,Santa Clara,San Jose,Meadowlands,1907,Friendly,6
CA,Santa Clara,San Jose,Meadowlands,1907,Well Maintained,7
CA,Santa Clara,San Jose,Meadowlands,1907,Dog Friendly,8
CA,Santa Clara,San Jose,Meadowlands,1907,Community,9
CA,Santa Clara,San Jose,Meadows,170277,Neighbors,0
CA,Santa Clara,San Jose,Meadows,170277,Community,1
CA,Santa Clara,San Jose,Meadows,170277,Convenient,2
CA,Santa Clara,San Jose,Meadows,170277,Diversity,3
CA,Santa Clara,San Jose,Meadows,170277,Dog Friendly,4
CA,Santa Clara,San Jose,Meadows,170277,Freeway Access,5
CA,Santa Clara,San Jose,Meadows,170277,Friendly,6
CA,Santa Clara,San Jose,Meadows,170277,Parks,7
CA,Santa Clara,San Jose,Meadows,170277,Quiet,8
CA,Santa Clara,San Jose,Meadows,170277,Restaurants,9
CA,Santa Clara,San Jose,Merrivale West,1911,Neighbors,0
CA,Santa Clara,San Jose,Merrivale West,1911,Peaceful,1
CA,Santa Clara,San Jose,Merrivale West,1911,Quiet,2
CA,Santa Clara,San Jose,Merrivale West,1911,Well Maintained,3
CA,Santa Clara,San Jose,Merrivale West,1911,Community,4
CA,Santa Clara,San Jose,Merrivale West,1911,Friendly,5
CA,Santa Clara,San Jose,Merrivale West,1911,Proximity,6
CA,Santa Clara,San Jose,Merrivale West,1911,Atmosphere,7
CA,Santa Clara,San Jose,Merrivale West,1911,Beautiful,8
CA,Santa Clara,San Jose,Merrivale West,1911,Clean,9
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Quiet,0
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Clean,1
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Peaceful,2
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Neighbors,3
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Friendly,4
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Hills,5
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Safe,6
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Beautiful,7
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Family Friendly,8
CA,Santa Clara,Gilroy,Mesa Ranch,275507,Trees,9
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Family Friendly,0
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Neighbors,1
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Clean,2
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Community,3
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Peaceful,4
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Dog Friendly,5
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Hills,6
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Well Maintained,7
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Wildlife,8
CA,Santa Clara,Gilroy,Mesa Ridge of Gilroy,201486,Beautiful,9
CA,Santa Clara,San Jose,Messina Gardens,257213,Beautiful,0
CA,Santa Clara,San Jose,Messina Gardens,257213,Parks,1
CA,Santa Clara,San Jose,Messina Gardens,257213,Pleasant,2
CA,Santa Clara,San Jose,Messina Gardens,257213,Quiet,3
CA,Santa Clara,San Jose,Messina Gardens,257213,Community,4
CA,Santa Clara,San Jose,Messina Gardens,257213,Family Friendly,5
CA,Santa Clara,San Jose,Messina Gardens,257213,Freeway Access,6
CA,Santa Clara,San Jose,Messina Gardens,257213,Gardens,7
CA,Santa Clara,San Jose,Messina Gardens,257213,Location,8
CA,Santa Clara,San Jose,Messina Gardens,257213,Proximity,9
CA,Santa Clara,San Jose,Metcalf,170004,Peaceful,0
CA,Santa Clara,San Jose,Metcalf,170004,Quiet,1
CA,Santa Clara,San Jose,Metcalf,170004,Dog Friendly,2
CA,Santa Clara,San Jose,Metcalf,170004,Family Friendly,3
CA,Santa Clara,San Jose,Metcalf,170004,Freeway Access,4
CA,Santa Clara,San Jose,Metcalf,170004,Well Maintained,5
CA,Santa Clara,San Jose,Metcalf,170004,Friendly,6
CA,Santa Clara,San Jose,Metcalf,170004,Safe,7
CA,Santa Clara,San Jose,Metcalf,170004,Creek,8
CA,Santa Clara,San Jose,Metcalf,170004,Diversity,9
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Peaceful,0
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Walkability,1
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Clean,2
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Friendly,3
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Safe,4
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Welcoming,5
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Beautiful,6
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Community,7
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Family Friendly,8
CA,Santa Clara,Los Altos,Middlebury/Edith/Cypress,193734,Neighbors,9
CA,Santa Clara,Palo Alto,Midtown,165034,Family Friendly,0
CA,Santa Clara,Palo Alto,Midtown,165034,Safe,1
CA,Santa Clara,Palo Alto,Midtown,165034,Walkability,2
CA,Santa Clara,Palo Alto,Midtown,165034,Community,3
CA,Santa Clara,Palo Alto,Midtown,165034,Friendly,4
CA,Santa Clara,Palo Alto,Midtown,165034,Parks,5
CA,Santa Clara,Palo Alto,Midtown,165034,Peaceful,6
CA,Santa Clara,Palo Alto,Midtown,165034,Dog Friendly,7
CA,Santa Clara,Palo Alto,Midtown,165034,Walking,8
CA,Santa Clara,Palo Alto,Midtown,165034,Clean,9
CA,Santa Clara,San Jose,Midtown,174488,Walking,0
CA,Santa Clara,San Jose,Midtown,174488,Convenient,1
CA,Santa Clara,San Jose,Midtown,174488,Food,2
CA,Santa Clara,San Jose,Midtown,174488,Downtown,3
CA,Santa Clara,San Jose,Midtown,174488,Dog Friendly,4
CA,Santa Clara,San Jose,Midtown,174488,Events,5
CA,Santa Clara,San Jose,Midtown,174488,Freeway Access,6
CA,Santa Clara,San Jose,Midtown,174488,Neighbors,7
CA,Santa Clara,San Jose,Midtown,174488,Restaurants,8
CA,Santa Clara,San Jose,Midtown,174488,Shopping,9
CA,Santa Clara,San Jose,Midtown Plaza,176852,Parks,0
CA,Santa Clara,San Jose,Midtown Plaza,176852,Dog Friendly,1
CA,Santa Clara,San Jose,Midtown Plaza,176852,Proximity,2
CA,Santa Clara,San Jose,Midtown Plaza,176852,Convenient,3
CA,Santa Clara,San Jose,Midtown Plaza,176852,Diversity,4
CA,Santa Clara,San Jose,Midtown Plaza,176852,Freeway Access,5
CA,Santa Clara,San Jose,Midtown Plaza,176852,Friendly,6
CA,Santa Clara,San Jose,Midtown Plaza,176852,Open,7
CA,Santa Clara,San Jose,Midtown Plaza,176852,Walkability,8
CA,Santa Clara,San Jose,Midtown Plaza,176852,Weather,9
CA,Santa Clara,Santa Clara,Midtown Village,315068,Beautiful,0
CA,Santa Clara,Santa Clara,Midtown Village,315068,Convenient,1
CA,Santa Clara,Santa Clara,Midtown Village,315068,Neighbors,2
CA,Santa Clara,Santa Clara,Midtown Village,315068,Parks,3
CA,Santa Clara,Santa Clara,Midtown Village,315068,Shopping,4
CA,Santa Clara,Santa Clara,Midtown Village,315068,Atmosphere,5
CA,Santa Clara,Santa Clara,Midtown Village,315068,Clean,6
CA,Santa Clara,Santa Clara,Midtown Village,315068,Dog Friendly,7
CA,Santa Clara,Santa Clara,Midtown Village,315068,Family Friendly,8
